fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
23019,2015-04-12,0.0,100.48,4.73,5.53,2.71,2.71,14.36,-3.2,17.56,5.53,2.43,3.59,1.7,1.89,5.4,6.6,3.44,3.16,
17037,2016-01-28,0.0,97.99,3.19,-0.65,-2.7,-2.68,4.19,-4.2,8.38,-0.9,6.81,8.85,4.6,4.25,9.26,10.88,7.48,3.4,
45011,2013-05-01,0.02,101.22,10.62,18.2,15.11,15.11,22.63,14.09,8.55,18.47,4.42,5.76,2.46,3.3,6.79,7.85,5.8,2.05,
23003,2008-04-30,10.25,97.59,3.6,2.13,-1.12,-1.1,6.1,-0.99,7.09,2.28,2.75,3.42,1.55,1.87,5.06,5.9,3.93,1.97,
12051,2014-03-29,12.92,101.47,16.01,23.18,21.62,21.62,26.14,21.01,5.13,22.88,4.33,5.83,3.11,2.72,6.84,7.82,5.7,2.12,
5095,2015-08-07,3.41,100.27,18.1,29.38,23.41,23.41,35.57,24.87,10.7,29.97,2.43,3.6,1.04,2.56,3.72,6.38,1.13,5.25,
32007,2007-11-13,2.62,81.17,3.66,1.89,-3.94,-3.87,7.97,-5.1,13.07,1.43,5.36,8.03,2.22,5.8,7.92,10.68,3.77,6.91,3.0
48109,2001-05-09,0.08,87.2,7.45,21.63,7.47,7.48,30.06,12.57,17.5,23.76,3.36,5.79,1.58,4.21,4.71,7.73,2.29,5.44,
48103,2010-03-22,0.0,92.09,2.66,13.04,-6.0,-5.72,24.59,2.4,22.19,12.94,4.52,7.29,2.37,4.92,6.76,11.58,3.49,8.09,
38021,2002-08-18,0.0,96.4,4.88,15.65,2.79,2.83,23.49,8.27,15.23,16.61,2.41,4.45,1.07,3.38,3.62,6.07,1.2,4.87,
17193,2016-04-07,0.48,99.36,5.04,7.81,3.74,3.75,12.34,3.04,9.3,8.06,6.74,9.9,2.91,6.99,9.67,12.17,6.22,5.94,
20093,2006-10-01,0.0,90.43,5.51,22.31,3.61,3.64,33.46,13.22,20.25,22.36,4.83,6.65,3.16,3.49,7.38,10.44,5.88,4.56,
50003,2012-11-27,0.2,98.1,3.05,-1.51,-3.2,-3.19,1.46,-3.6,5.06,-2.2,1.17,1.76,0.62,1.14,2.32,3.48,0.85,2.63,0.0
21137,2011-04-24,13.92,98.02,13.36,19.53,18.15,18.16,23.55,15.58,7.97,19.28,3.31,4.95,1.4,3.55,6.09,7.72,2.75,4.97,
17175,2003-03-22,0.02,98.8,4.43,6.72,1.8,1.81,13.32,-0.38,13.7,6.43,4.36,6.72,0.73,5.99,5.91,9.43,1.18,8.26,
18125,2013-06-27,2.65,99.18,18.95,26.97,24.01,24.01,31.14,23.55,7.59,26.83,3.97,6.93,2.16,4.77,6.53,9.28,3.97,5.31,
41009,2014-04-03,6.42,98.66,5.93,7.0,6.02,6.02,9.27,5.07,4.2,7.03,2.72,4.07,1.69,2.37,4.9,6.77,3.51,3.27,
12043,2005-06-26,14.66,101.31,18.69,26.76,24.11,24.11,31.1,22.6,8.51,26.97,1.74,2.63,0.31,2.32,3.0,5.59,0.46,5.13,
30011,2011-07-20,0.0,90.02,8.8,21.72,9.92,9.92,26.59,16.99,9.6,22.43,7.12,12.25,2.06,10.19,9.3,15.26,3.35,11.91,
31093,2007-05-18,0.0,94.47,8.53,18.9,10.75,10.75,25.58,12.32,13.26,19.37,8.86,10.6,6.78,3.81,11.82,12.91,9.96,2.95,
39021,2010-06-28,4.59,97.09,15.79,24.19,20.6,20.6,28.2,19.12,9.08,24.15,4.82,6.55,2.24,4.32,7.19,9.08,4.76,4.33,
10005,2005-09-03,0.0,101.56,10.72,23.85,15.15,15.15,27.4,20.46,6.94,24.28,4.33,5.91,2.81,3.1,5.86,8.26,4.68,3.59,
19029,2015-11-12,0.02,97.09,3.59,5.08,-1.22,-1.18,10.93,0.7,10.23,4.77,9.81,13.76,5.1,8.66,13.44,17.78,8.99,8.79,
26147,2004-01-13,0.34,99.53,1.87,-6.09,-9.8,-9.59,-0.83,-12.31,11.48,-5.51,7.86,10.55,2.57,7.98,9.81,12.63,3.28,9.36,0.0
13019,2008-12-19,0.0,101.26,10.95,16.49,15.55,15.55,22.07,11.42,10.65,16.25,3.35,5.58,2.28,3.3,5.89,7.45,3.03,4.42,
39075,2007-03-07,3.67,98.58,1.92,-6.25,-8.88,-8.8,-1.62,-10.43,8.81,-5.9,2.96,5.13,1.08,4.05,3.91,6.36,2.02,4.35,
48007,2009-03-25,0.31,100.81,14.61,22.05,20.07,20.07,24.41,20.31,4.1,22.09,5.11,7.1,3.02,4.07,7.39,9.28,5.4,3.88,
16051,2011-05-01,0.17,84.35,3.31,3.1,-4.18,-4.12,8.12,-1.8,9.92,4.37,1.71,2.56,0.79,1.77,2.5,4.52,0.89,3.63,
55007,2011-03-08,0.01,99.36,2.45,-3.29,-5.91,-5.86,0.28,-6.51,6.79,-2.55,3.38,4.68,2.33,2.35,4.49,6.83,2.5,4.33,0.0
47105,2004-04-12,11.96,95.89,8.89,12.61,11.41,11.41,17.87,9.06,8.81,12.56,2.13,3.51,0.76,2.75,3.82,6.29,1.19,5.1,
37029,2001-01-28,0.0,102.61,3.0,2.02,-2.93,-2.86,8.21,-2.54,10.75,3.01,3.07,4.01,1.88,2.12,4.63,6.88,2.3,4.58,
36017,2008-01-30,5.55,95.24,2.68,-3.03,-6.27,-6.15,2.65,-9.45,12.1,-3.14,6.22,8.2,3.85,4.36,10.21,12.62,7.11,5.51,
22127,2009-07-01,0.0,100.25,12.21,32.41,16.95,16.95,40.96,23.79,17.17,32.32,1.31,1.53,0.91,0.62,2.44,3.74,1.69,2.05,
23017,2011-09-05,18.28,97.22,14.98,21.11,19.82,19.82,25.23,16.01,9.22,21.23,1.69,2.42,0.74,1.68,3.5,4.79,1.61,3.18,
46031,2000-06-30,0.0,93.5,8.27,24.55,9.93,9.93,34.12,12.94,21.17,25.51,4.84,7.29,3.56,3.73,7.04,11.37,3.9,7.47,
41055,2016-04-27,0.06,93.33,4.81,8.89,2.24,2.25,15.07,3.54,11.52,10.43,3.07,4.65,1.86,2.79,4.28,5.44,2.98,2.46,
46045,2003-06-13,0.08,95.35,8.7,20.86,11.14,11.14,26.95,14.05,12.89,21.31,2.82,3.92,0.77,3.15,4.13,7.25,1.11,6.14,
29151,2006-03-19,0.11,99.17,3.05,3.64,-3.23,-3.13,7.39,1.29,6.1,3.67,2.73,3.83,1.38,2.45,4.99,6.12,3.46,2.66,
41001,2006-09-26,0.02,86.62,3.79,14.67,-2.16,-2.06,24.2,7.34,16.86,12.34,1.08,2.09,0.03,2.06,1.66,2.98,0.19,2.8,0.0
42095,2004-09-13,0.0,99.57,11.72,20.57,16.35,16.35,27.51,13.92,13.59,20.53,1.42,1.72,1.08,0.64,3.53,5.1,1.68,3.42,
39147,2009-06-02,5.21,99.05,8.87,15.36,11.86,11.86,20.16,11.52,8.63,16.43,3.69,6.77,2.17,4.61,4.64,8.13,2.94,5.19,0.0
51670,2014-01-24,0.01,102.52,1.1,-8.62,-14.5,-13.97,-3.67,-12.76,9.09,-8.4,2.77,3.97,1.64,2.33,4.81,6.66,2.44,4.22,
48009,2015-07-23,0.0,97.29,16.6,30.22,21.52,21.52,35.94,24.8,11.15,30.63,4.19,6.05,2.71,3.34,6.5,9.21,4.14,5.07,
39161,2011-08-16,0.0,98.67,10.07,21.26,13.88,13.89,27.68,13.49,14.19,21.28,1.34,2.55,0.32,2.23,2.04,5.08,0.33,4.74,1.0
54091,2002-09-10,0.01,95.56,6.04,23.8,5.53,5.56,33.71,16.04,17.67,22.91,1.69,2.03,0.35,1.68,3.51,5.24,0.83,4.41,1.0
48359,2000-07-09,0.24,87.98,10.62,29.02,12.94,12.94,36.2,22.75,13.45,30.36,6.94,9.02,5.04,3.98,9.31,11.11,7.44,3.67,
18155,2000-08-05,1.41,98.92,10.02,22.11,13.37,13.37,29.79,13.55,16.24,22.55,2.19,3.5,1.55,1.94,4.11,6.3,2.14,4.16,
5069,2008-04-22,9.82,100.65,14.19,22.1,19.52,19.52,27.74,16.73,11.01,22.04,2.01,2.56,0.87,1.69,3.71,6.04,1.07,4.96,0.0
39067,2005-08-27,7.3,97.22,14.33,20.85,19.1,19.1,24.99,17.15,7.84,20.88,1.79,2.5,0.96,1.55,3.89,4.71,2.29,2.42,
47093,2013-04-04,20.62,94.97,4.79,3.85,2.43,2.43,6.17,1.72,4.45,3.94,2.28,3.49,0.63,2.86,3.87,5.92,1.22,4.7,
21143,2012-01-20,1.66,99.8,3.87,0.95,-0.35,-0.33,4.63,-3.72,8.34,1.0,3.97,5.56,1.23,4.33,5.32,7.1,2.26,4.84,
42019,2001-10-09,0.03,98.6,3.04,8.24,-3.54,-3.4,19.3,-0.77,20.07,8.24,1.98,2.57,1.41,1.17,4.69,5.96,2.18,3.78,1.5942
5121,2013-07-03,0.02,99.96,10.44,22.06,14.62,14.63,28.67,15.03,13.64,21.88,1.3,1.84,0.88,0.96,2.42,5.18,1.27,3.91,
34039,2006-02-17,1.9,100.35,4.8,5.15,2.31,2.34,12.45,-2.18,14.63,4.81,6.64,10.75,4.12,6.63,10.5,16.19,6.96,9.23,
5039,2004-06-12,1.72,100.5,18.03,27.33,23.42,23.42,32.21,23.83,8.38,27.34,1.79,2.22,1.17,1.04,4.17,5.66,2.83,2.82,
1069,2006-12-27,0.0,101.44,3.97,5.68,0.76,0.79,11.9,-0.65,12.55,4.64,1.43,2.4,0.37,2.03,2.3,5.05,0.44,4.61,
27143,2000-06-30,0.43,97.65,8.5,21.9,11.15,11.15,29.07,13.07,16.0,22.37,3.85,5.24,2.64,2.6,6.28,10.11,3.13,6.97,
37003,2009-03-17,0.05,97.99,6.82,10.57,7.9,7.9,18.15,4.68,13.47,10.39,2.76,4.31,1.66,2.65,4.31,5.7,2.5,3.19,1.7304
31031,2000-07-13,0.77,90.88,9.56,28.77,11.54,11.54,36.73,19.78,16.95,29.94,4.18,5.45,0.85,4.61,6.44,9.78,0.88,8.9,
12091,2002-11-21,1.9,100.87,9.39,15.13,13.04,13.04,19.68,10.16,9.52,15.51,2.41,3.48,1.07,2.41,4.03,6.44,1.49,4.95,
26031,2002-09-08,0.07,98.94,11.85,23.05,16.37,16.37,30.19,17.11,13.09,22.48,2.23,2.73,1.39,1.34,3.88,5.63,2.66,2.97,
48203,2005-08-09,5.21,100.55,16.3,26.46,21.78,21.78,30.39,23.62,6.77,26.73,1.29,1.54,0.95,0.58,2.63,3.99,1.72,2.27,2.9774
49015,2009-12-01,0.0,80.08,2.28,-0.41,-9.23,-9.08,8.18,-4.27,12.45,-1.07,4.18,5.71,2.89,2.82,6.73,8.2,5.38,2.81,1.0
20195,2002-10-16,0.14,93.46,4.06,8.96,-0.04,-0.01,16.0,4.41,11.6,9.25,4.93,6.84,2.65,4.18,7.35,9.47,3.42,6.05,
23017,2009-09-30,1.29,96.91,6.35,8.92,6.6,6.6,12.53,4.34,8.19,9.16,1.88,2.36,1.5,0.86,3.65,4.43,2.55,1.88,
19027,2007-11-21,0.63,97.89,2.39,-2.28,-6.3,-6.22,-0.53,-4.27,3.74,-2.21,8.16,9.33,6.38,2.94,10.39,11.56,8.53,3.04,
48305,2008-03-02,0.05,90.02,6.04,15.79,3.84,3.89,24.76,3.17,21.59,16.26,9.21,14.63,2.41,12.22,11.95,17.7,4.77,12.93,
48257,2002-05-26,0.76,99.78,14.54,24.4,19.81,19.81,29.41,18.9,10.51,24.74,2.51,4.42,1.57,2.84,4.21,8.83,1.87,6.96,
13205,2011-05-30,0.0,101.13,11.15,29.36,15.72,15.72,36.85,21.82,15.03,31.14,3.49,4.51,2.44,2.08,5.26,7.13,3.2,3.93,
22011,2002-12-19,10.18,100.5,9.41,15.2,12.63,12.63,18.25,9.18,9.07,15.07,3.12,3.71,2.33,1.39,6.06,7.09,4.08,3.0,
55051,2016-03-06,0.01,95.96,3.56,-0.9,-1.7,-1.69,2.14,-5.54,7.68,-1.31,6.59,8.35,4.31,4.03,10.0,11.65,7.54,4.11,
37053,2014-01-12,2.38,101.46,5.99,9.85,6.45,6.46,12.77,7.73,5.04,9.36,5.84,8.76,3.45,5.31,7.79,12.06,4.64,7.42,
19147,2010-11-01,0.0,98.14,4.02,5.26,0.47,0.49,11.7,1.11,10.59,5.3,3.25,4.46,2.0,2.47,5.47,6.88,2.86,4.02,
41009,2015-07-27,0.17,99.55,8.34,15.42,11.16,11.17,20.46,10.51,9.95,15.74,2.14,2.91,1.67,1.24,3.93,4.82,2.95,1.87,
45091,2005-06-01,44.55,99.45,12.06,18.05,16.78,16.78,20.6,16.52,4.09,18.12,4.01,5.54,1.81,3.73,6.74,8.96,4.08,4.89,
50021,2002-01-14,0.26,97.59,1.73,-8.34,-10.35,-10.26,-4.07,-13.41,9.34,-8.89,2.0,4.16,0.22,3.94,3.89,7.76,0.45,7.31,
46021,2004-08-15,0.07,94.88,9.28,21.74,11.91,11.91,29.92,13.12,16.8,23.11,3.03,5.04,0.41,4.62,4.72,8.89,0.35,8.55,
36049,2002-04-13,22.52,97.1,8.47,11.67,10.96,10.96,14.79,7.71,7.08,11.58,1.98,3.51,0.72,2.8,3.68,6.78,1.03,5.75,
35033,2016-04-22,0.32,81.32,5.74,14.93,2.71,2.73,23.58,6.39,17.19,15.52,3.94,6.58,0.22,6.36,5.39,8.44,0.41,8.03,
27111,2003-08-05,3.33,96.79,11.51,20.76,15.65,15.65,24.77,17.34,7.43,21.56,2.66,4.08,1.24,2.84,3.83,6.93,2.16,4.77,0.0
47161,2008-06-04,0.18,98.9,16.67,25.86,21.89,21.88,29.43,23.39,6.04,25.76,5.34,6.83,3.75,3.08,8.88,10.01,7.6,2.41,
34025,2002-11-03,0.04,101.57,3.61,5.29,-0.62,-0.58,9.09,1.1,7.99,6.51,3.01,4.88,0.38,4.5,4.29,7.76,0.47,7.29,
48323,2011-01-20,0.0,98.69,5.2,10.07,2.79,2.85,14.7,2.47,12.23,10.19,5.66,11.4,0.74,10.66,7.74,13.36,1.25,12.12,
29015,2016-05-28,0.2,97.97,12.83,21.06,17.54,17.54,25.84,16.62,9.22,21.05,3.32,6.07,1.68,4.39,5.84,9.09,4.05,5.03,
29047,2000-03-24,0.56,97.94,7.66,14.78,9.58,9.58,22.75,8.57,14.18,14.88,5.77,8.74,3.4,5.34,8.74,11.05,7.24,3.82,
13023,2014-11-14,0.0,101.01,2.59,5.65,-4.95,-4.79,13.31,0.85,12.46,6.21,3.61,4.87,2.37,2.5,5.56,7.12,4.32,2.8,
26157,2012-09-02,0.1,98.92,11.45,21.8,15.9,15.9,28.02,16.61,11.41,22.46,4.1,4.97,3.14,1.83,6.19,7.43,4.51,2.92,
21145,2002-10-17,0.1,100.16,4.5,8.8,2.24,2.26,14.92,3.54,11.38,8.86,2.8,3.98,2.0,1.97,4.65,6.05,3.05,3.01,
27139,2006-03-21,0.0,99.11,2.01,-1.55,-8.17,-7.99,3.19,-5.06,8.26,-0.49,5.87,8.86,2.73,6.13,7.78,11.0,5.31,5.69,0.0
21221,2015-12-20,0.0,100.73,4.21,4.55,1.32,1.33,10.49,-0.95,11.44,4.2,3.91,6.21,2.98,3.23,6.93,10.21,4.14,6.07,
31137,2003-01-06,0.0,94.95,3.01,-1.22,-3.81,-3.79,4.39,-4.67,9.06,-1.1,3.24,4.9,0.71,4.19,5.09,9.06,0.86,8.2,
51077,2001-02-23,0.12,93.13,3.22,0.55,-3.22,-3.19,8.3,-3.87,12.17,0.01,2.96,3.62,1.82,1.79,5.16,6.12,2.85,3.27,
8059,2014-10-23,0.0,77.64,4.43,9.74,-1.45,-1.42,19.09,2.53,16.55,9.56,3.06,4.3,1.02,3.28,5.37,7.51,2.2,5.31,
22069,2007-06-12,1.82,100.59,16.34,29.55,21.78,21.77,35.33,23.26,12.06,29.2,0.65,1.28,0.09,1.19,1.13,3.37,0.1,3.27,1.0
38063,2008-08-13,0.16,96.01,9.1,22.18,11.85,11.85,28.9,15.58,13.32,21.15,1.48,3.08,0.36,2.73,2.08,3.97,0.5,3.47,
48357,2007-01-29,0.0,92.01,2.99,-0.47,-4.47,-4.42,7.28,-4.22,11.5,-0.36,3.3,6.21,0.17,6.04,5.22,7.96,0.24,7.72,
36065,2004-07-30,3.69,97.09,13.93,21.48,18.56,18.56,26.07,16.17,9.9,21.49,1.8,2.17,1.37,0.8,4.12,5.12,2.4,2.72,
51515,2014-10-22,0.24,96.61,5.64,9.9,5.02,5.02,14.78,6.84,7.94,9.94,3.26,3.92,2.53,1.4,6.33,7.03,5.21,1.82,
40077,2010-11-08,0.0,98.71,6.15,12.41,6.24,6.24,21.92,4.83,17.09,12.35,3.65,5.1,3.04,2.06,6.6,7.6,4.69,2.92,
21175,2004-04-17,0.0,98.54,10.66,17.79,14.62,14.62,24.06,10.79,13.28,17.78,2.59,3.72,1.85,1.87,5.79,6.8,3.4,3.41,
48223,2010-11-22,0.11,99.49,12.64,20.26,17.54,17.54,25.37,16.95,8.42,19.95,6.55,8.83,4.32,4.5,9.73,11.35,8.09,3.26,
21155,2001-12-24,0.03,98.73,2.29,-2.93,-6.72,-6.63,1.2,-5.46,6.67,-2.94,3.89,5.42,2.69,2.73,6.58,7.38,5.6,1.78,
27031,2013-10-03,0.68,97.89,7.42,11.54,9.13,9.13,13.56,10.02,3.54,11.21,4.02,5.47,1.18,4.29,5.57,7.21,1.92,5.29,
39003,2008-03-22,0.35,98.81,2.82,-0.94,-4.22,-4.17,2.21,-3.58,5.79,-0.87,5.74,8.3,2.04,6.26,7.26,9.89,3.18,6.71,
48505,2011-12-20,0.0,99.86,4.69,11.59,2.63,2.66,16.08,8.09,8.0,11.55,5.1,8.9,2.44,6.45,7.2,10.79,4.29,6.5,4.0
19031,2007-12-31,1.95,98.45,1.99,-7.67,-8.45,-8.43,-5.91,-9.85,3.94,-8.23,3.49,8.38,0.74,7.64,4.6,11.06,1.22,9.83,
46121,2009-08-31,0.0,92.92,7.63,18.88,8.82,8.82,25.73,12.96,12.77,19.67,7.54,8.85,6.1,2.75,9.96,10.71,8.87,1.84,
41061,2009-12-27,0.08,86.65,1.72,-9.73,-11.57,-11.52,-5.2,-12.69,7.5,-9.9,3.48,3.94,3.13,0.81,5.0,5.6,4.63,0.97,
23029,2004-02-22,6.78,100.08,2.82,-2.75,-3.99,-3.97,-1.0,-4.6,3.6,-1.81,5.17,6.6,3.74,2.85,7.09,8.72,5.39,3.33,
24009,2013-03-21,0.0,100.45,2.64,0.39,-4.97,-4.86,2.82,-2.67,5.49,1.23,5.73,7.64,4.58,3.06,7.94,9.89,6.59,3.3,
8071,2004-11-15,0.46,81.66,4.59,3.78,-0.52,-0.5,10.49,-1.97,12.47,2.88,3.11,4.86,1.86,2.99,4.75,7.51,2.87,4.64,
45045,2003-07-27,2.64,98.59,16.17,25.27,21.29,21.29,30.53,20.25,10.28,25.28,0.87,1.71,0.42,1.29,1.72,4.57,0.34,4.23,
53007,2000-02-09,0.83,88.26,2.92,-4.62,-5.38,-5.37,-1.12,-9.39,8.27,-7.22,1.56,2.53,0.87,1.66,2.42,4.72,1.62,3.1,
21129,2006-10-30,0.02,98.07,7.87,12.98,9.99,9.99,20.52,6.75,13.76,12.82,2.65,3.23,2.28,0.95,5.61,7.13,3.46,3.67,
1037,2015-02-15,0.0,100.58,2.73,2.59,-4.86,-4.69,8.01,-3.3,11.31,2.94,2.8,4.19,1.45,2.74,4.85,7.21,2.85,4.36,
37153,2011-12-24,0.0,101.23,4.48,6.4,2.39,2.41,11.78,2.8,8.98,6.24,2.16,3.74,1.2,2.54,4.22,5.56,2.08,3.48,
48137,2005-03-22,0.01,95.02,4.76,14.77,2.23,2.27,23.26,6.74,16.52,15.17,5.45,7.89,3.33,4.56,8.12,9.72,5.67,4.06,0.0
18165,2012-08-01,0.0,98.84,9.05,27.53,12.03,12.03,35.95,19.36,16.58,29.36,3.15,3.73,2.4,1.33,4.7,6.37,3.07,3.3,
51019,2007-03-01,16.77,96.1,6.57,7.2,6.58,6.58,12.69,0.58,12.11,7.18,3.0,6.23,1.21,5.02,6.06,11.52,2.45,9.07,
16055,2001-04-14,0.25,91.54,3.17,2.0,-3.62,-3.57,7.52,-3.71,11.23,1.57,1.72,2.54,0.55,1.99,2.79,3.71,1.23,2.49,
55019,2007-01-19,0.0,98.1,1.06,-13.07,-15.46,-15.24,-8.42,-17.7,9.28,-13.86,6.1,8.05,3.56,4.49,8.35,9.85,4.88,4.96,
5071,2015-07-22,7.71,97.13,17.61,24.54,22.47,22.47,28.18,21.6,6.58,24.61,1.3,1.89,0.94,0.96,3.06,4.0,2.0,1.99,
5107,2016-01-27,0.01,101.89,3.36,2.16,-1.48,-1.45,7.87,-2.56,10.43,1.9,3.64,5.75,1.34,4.41,5.31,6.92,2.07,4.85,
41047,2003-11-14,1.46,96.38,6.39,9.1,6.71,6.71,14.31,6.87,7.45,8.44,1.19,1.65,0.3,1.36,2.39,3.76,0.41,3.35,
35033,2013-01-17,0.14,81.87,2.68,0.14,-7.05,-6.97,7.44,-4.31,11.75,-0.71,3.13,4.18,1.48,2.7,5.21,7.7,1.51,6.19,
49057,2011-09-14,0.73,81.66,6.74,16.16,5.0,5.01,24.85,9.15,15.71,15.71,1.8,2.44,0.15,2.28,2.8,4.62,0.2,4.42,
29093,2014-05-07,0.12,97.71,12.23,22.0,16.76,16.76,26.36,17.62,8.75,22.0,3.34,4.09,2.54,1.56,6.77,7.93,4.91,3.02,
13087,2006-05-12,0.0,100.64,8.25,18.31,11.16,11.16,24.77,11.79,12.97,18.54,2.85,4.32,2.19,2.13,5.42,6.3,3.3,2.99,
21183,2010-08-01,0.1,99.18,16.61,26.85,21.86,21.86,32.15,21.87,10.28,27.21,2.01,2.41,1.42,0.99,3.34,4.42,2.39,2.03,
26147,2006-02-03,4.4,97.9,4.04,1.45,0.51,0.51,4.76,-0.13,4.9,0.84,3.54,5.24,2.04,3.2,4.99,6.6,3.16,3.45,
39115,2002-01-23,1.91,98.19,5.72,5.41,5.1,5.1,9.35,1.3,8.06,5.33,2.94,3.8,2.23,1.58,6.21,7.12,4.8,2.32,
37023,2004-07-11,5.76,95.63,14.55,25.04,19.11,19.11,30.75,20.07,10.68,25.0,0.99,1.38,0.23,1.15,2.12,3.53,0.11,3.42,
5141,2010-08-06,8.39,97.83,17.18,27.02,22.17,22.17,32.33,22.82,9.51,27.18,1.41,1.96,0.88,1.09,2.81,3.45,2.05,1.4,
22097,2006-12-31,10.34,101.63,7.49,12.55,9.77,9.77,18.1,7.35,10.75,12.3,2.76,3.97,1.23,2.74,5.13,7.01,1.62,5.39,
38061,2009-08-10,0.0,94.13,8.07,21.3,9.85,9.85,28.79,12.68,16.11,22.0,2.4,4.18,0.8,3.38,3.83,9.03,1.18,7.84,
53069,2006-04-08,13.37,98.84,6.32,7.53,6.99,6.99,8.96,5.68,3.29,7.53,2.03,3.1,1.48,1.63,4.28,5.64,3.59,2.05,
22081,2005-02-18,0.02,101.79,4.88,8.45,3.64,3.66,13.89,4.17,9.72,8.3,1.3,1.74,0.95,0.79,2.75,4.5,1.35,3.14,
48327,2002-11-10,0.0,93.75,7.86,18.09,9.34,9.34,27.0,11.5,15.5,17.44,5.47,9.41,2.99,6.42,9.12,12.12,6.32,5.8,
54061,2014-03-07,0.0,96.99,3.39,2.71,-2.21,-2.18,11.02,-4.92,15.93,0.71,1.6,2.77,0.25,2.52,2.75,5.22,0.42,4.8,
31031,2001-06-06,0.25,90.61,7.67,17.79,8.45,8.45,25.72,9.93,15.79,18.61,5.26,7.79,2.27,5.52,7.5,9.96,4.33,5.64,
19189,2009-07-21,6.66,97.23,11.04,18.89,15.06,15.06,23.5,13.66,9.84,18.84,1.72,3.44,0.1,3.34,2.66,6.17,0.17,6.01,0.0
42095,2013-02-01,0.09,98.75,1.81,-4.36,-9.55,-9.34,-2.79,-6.94,4.15,-4.34,4.42,6.19,2.59,3.6,7.42,9.92,4.4,5.52,
20023,2008-12-07,0.0,89.0,4.19,5.51,-0.37,-0.35,14.34,0.41,13.93,3.53,3.42,4.81,1.59,3.22,5.83,9.55,2.77,6.78,
48447,2000-02-04,0.05,98.18,2.4,4.44,-6.41,-6.15,11.18,-1.15,12.33,4.77,5.07,8.44,2.52,5.92,7.67,10.43,4.43,6.0,
19097,2015-04-22,0.0,98.12,2.58,3.98,-5.38,-5.21,10.42,-1.8,12.21,4.64,7.27,10.1,3.97,6.13,10.32,12.21,8.2,4.01,
51187,2008-02-07,0.04,97.6,3.71,3.7,-0.88,-0.85,8.22,-2.82,11.04,3.5,3.21,4.57,1.45,3.13,6.2,8.38,2.79,5.6,
47085,2015-07-02,14.11,99.0,17.78,24.13,22.94,22.94,27.25,21.64,5.61,24.18,2.21,4.16,0.83,3.32,4.19,6.7,1.98,4.72,
38099,2006-07-07,1.37,96.96,11.15,27.61,14.85,14.85,37.44,20.22,17.21,28.1,5.71,8.09,2.74,5.35,8.13,10.37,5.49,4.88,
17029,2015-07-12,1.91,99.0,18.49,26.02,23.56,23.56,30.09,22.26,7.83,25.89,2.26,3.74,0.75,2.99,3.66,7.13,1.19,5.93,
48069,2008-02-26,0.0,89.39,2.73,3.22,-5.82,-5.7,9.95,-2.39,12.34,3.96,4.55,7.91,0.95,6.96,6.57,9.41,1.42,7.99,0.7486
39009,2016-02-10,0.13,98.45,1.54,-7.27,-11.32,-11.12,-5.29,-10.29,5.0,-7.18,4.44,5.25,3.35,1.9,7.06,7.91,5.66,2.26,
29089,2012-10-11,0.03,99.29,6.28,12.67,6.01,6.02,22.25,3.91,18.34,12.73,3.45,6.88,0.77,6.11,5.48,9.56,1.22,8.34,
18155,2003-10-22,0.04,98.42,5.52,9.53,4.88,4.89,14.47,5.93,8.54,9.32,2.57,4.27,1.08,3.19,4.4,6.0,1.74,4.26,
6013,2002-02-14,0.0,99.71,6.81,10.3,8.15,8.15,17.43,5.87,11.57,10.41,1.64,2.7,0.71,2.0,2.78,5.19,0.76,4.44,
1093,2004-05-25,0.0,99.26,15.02,25.15,20.24,20.24,30.59,20.64,9.95,25.2,2.39,3.31,1.4,1.91,4.98,5.8,3.71,2.09,1.0
36103,2009-04-05,0.0,100.6,4.98,8.02,3.78,3.79,10.83,5.27,5.55,6.49,6.04,9.9,1.0,8.9,8.36,13.03,1.87,11.16,
13085,2000-01-18,4.71,97.16,6.71,7.84,7.27,7.27,11.03,1.58,9.45,7.73,2.86,3.82,2.2,1.62,5.37,6.75,4.37,2.39,2.0
31153,2002-04-21,3.38,97.1,4.37,6.46,1.49,1.51,12.42,2.27,10.16,7.69,5.05,8.29,1.57,6.72,6.39,10.32,2.5,7.82,
8019,2012-08-14,0.14,72.59,5.97,15.08,1.47,1.5,25.04,6.9,18.14,15.35,1.94,3.28,0.85,2.43,3.77,5.45,2.05,3.4,3.0101
26047,2011-03-11,0.04,98.72,3.03,-1.3,-3.21,-3.19,1.4,-3.28,4.68,-1.22,5.18,8.18,1.01,7.16,6.72,10.0,1.49,8.51,
1065,2007-07-02,6.0,100.86,16.37,27.25,21.83,21.83,31.87,21.98,9.89,27.02,0.97,2.05,0.11,1.94,1.77,3.19,0.23,2.96,
51093,2003-04-14,0.01,102.58,6.46,11.96,7.66,7.66,19.38,5.23,14.15,12.11,2.55,3.89,0.84,3.05,4.07,7.29,0.95,6.34,
30073,2006-05-02,3.24,87.57,3.68,4.22,-2.29,-2.25,9.19,0.82,8.37,4.9,6.61,8.25,2.73,5.52,8.98,11.17,5.09,6.07,0.8995000000000001
